character,radical,decomposition,pinyin,definition,etymology,stroke_count,radical_code,frequency_rank,hsk_levl
缙,糸,⿰纟晋,jìn,red silk,"{'type': 'pictophonetic', 'phonetic': '晋', 'semantic': '纟', 'hint': 'silk'}",13,120.1,4842,
衮,衣,⿻衣公,gǔn,ceremonial dress worn by the emperor,"{'type': 'ideographic', 'hint': 'A duke 公 in his robes\xa0衣'}",10,145.4,4843,
诟,言,⿰讠后,gòu,"abuse, scold, berate, insult","{'type': 'pictophonetic', 'phonetic': '后', 'semantic': '讠', 'hint': 'speech'}",8,149.6,4844,
旖,方,⿰方⿱？奇,yǐ,romantic; tender; charming,"{'type': 'pictophonetic', 'phonetic': '奇', 'semantic': '方', 'hint': 'flag'}",14,70.1,4845,
硒,石,⿰石西,xī,selenium,"{'type': 'pictophonetic', 'phonetic': '西', 'semantic': '石', 'hint': 'mineral'}",11,112.6,4846,
唁,口,⿰口言,yàn,express condolence,"{'type': 'pictophonetic', 'phonetic': '言', 'semantic': '口', 'hint': 'mouth'}",10,30.7,4847,
嬗,女,⿰女亶,shàn,succession to the throne,"{'type': 'pictophonetic', 'phonetic': '亶', 'semantic': '女', 'hint': 'woman'}",16,38.13,4848,
硎,石,⿰石刑,xíng,whetstone,"{'type': 'pictophonetic', 'phonetic': '刑', 'semantic': '石', 'hint': 'stone'}",11,112.6,4849,
裱,衣,⿰衤表,biǎo,to mount maps or scrolls to paste,"{'type': 'ideographic', 'hint': 'To display\xa0表 a cloth\xa0衤\xa0map;\xa0表 also provides the pronunciation'}",13,145.8,4850,
颦,十,⿱频卑,pín,"frown, knit brows; with knitted","{'type': 'pictophonetic', 'phonetic': '频', 'semantic': '卑', 'hint': 'despise'}",21,24.19,4851,
質,貝,⿱斦貝,zhì,"matter, material, substance","{'type': 'pictophonetic', 'phonetic': '斦', 'semantic': '貝', 'hint': 'shell'}",15,154.8,4852,
靥,厂,⿸厌面,yè,dimples,"{'type': 'pictophonetic', 'phonetic': '厌', 'semantic': '面', 'hint': 'face'}",15,27.13,4853,
纥,糸,⿰纟乞,gē,"inferior silk; tassel, fringe","{'type': 'pictophonetic', 'phonetic': '纟', 'semantic': '乞', 'hint': 'silk'}",6,120.3,4854,
煨,火,⿰火畏,wēi,"to stew, simmer","{'type': 'pictophonetic', 'phonetic': '畏', 'semantic': '火', 'hint': 'fire'}",13,86.9,4855,
礴,石,⿰石薄,bó,"fill, extend","{'type': 'pictophonetic', 'phonetic': '薄', 'semantic': '石', 'hint': 'stone'}",21,112.16,4856,
鏖,金,⿸鹿金,áo,"to fight to the end, engage in a fierce battle","{'type': 'pictophonetic', 'phonetic': '鹿', 'semantic': '金', 'hint': 'metal'}",19,167.11,4857,
蝈,虫,⿰虫国,guō,small green frog; cicada,"{'type': 'pictophonetic', 'phonetic': '国', 'semantic': '虫', 'hint': 'insect'}",14,142.8,4858,
笏,竹,⿱⺮勿,hù,tablet held by someone having authority,"{'type': 'pictophonetic', 'phonetic': '勿', 'semantic': '⺮', 'hint': 'bamboo'}",10,118.4,4859,
羿,羽,⿱羽廾,yì,legendary archer,"{'type': 'ideographic', 'hint': 'A man drawing 廾 an arrow\xa0羽'}",9,124.3,4860,
鼐,鼎,⿱乃鼎,nài,incense tripod,"{'type': 'pictophonetic', 'phonetic': '乃', 'semantic': '鼎', 'hint': 'tripod'}",14,206.2,4861,
湟,水,⿰氵皇,huáng,river in qinghai province,"{'type': 'pictophonetic', 'phonetic': '皇', 'semantic': '氵', 'hint': 'water'}",12,85.9,4862,
甑,瓦,⿰曾瓦,zèng,"boiler for steaming rice, pot","{'type': 'pictophonetic', 'phonetic': '曾', 'semantic': '瓦', 'hint': 'pottery'}",16,98.12,4863,
炜,火,⿰火韦,wěi,brilliant red; glowing,"{'type': 'pictophonetic', 'phonetic': '韦', 'semantic': '火', 'hint': 'fire'}",8,86.4,4864,
煲,火,⿱保火,bāo,to heat; to boil a saucepan,"{'type': 'pictophonetic', 'phonetic': '保', 'semantic': '火', 'hint': 'fire'}",13,86.9,4865,
锉,金,⿰钅坐,cuò,,"{'type': 'pictophonetic', 'phonetic': '坐', 'semantic': '钅', 'hint': 'metal'}",12,167.7,4866,
笕,竹,⿱⺮见,jiǎn,bamboo water pipe,"{'type': 'pictophonetic', 'phonetic': '见', 'semantic': '⺮', 'hint': 'bamboo'}",10,118.4,4867,
喑,口,⿰口音,yīn,to be dumb; the sobbing of infants,"{'type': 'pictophonetic', 'phonetic': '音', 'semantic': '口', 'hint': 'mouth'}",12,30.9,4868,
嶂,山,⿰山章,zhàng,cliff; mountain barrier,"{'type': 'pictophonetic', 'phonetic': '章', 'semantic': '山', 'hint': 'mountain'}",14,46.11,4869,
浔,水,⿰氵寻,xún,steep bank by stream; jiujiang,"{'type': 'pictophonetic', 'phonetic': '寻', 'semantic': '氵', 'hint': 'water'}",9,85.6,4870,
弭,弓,⿰弓耳,mǐ,"stop, desist, end, quell",,9,57.6,4871,
妪,女,⿰女区,yù,"old woman, hag","{'type': 'ideographic', 'hint': 'A woman\xa0女 watching over her ward\xa0区'}",7,38.4,4872,
锂,金,⿰钅里,lǐ,lithium,"{'type': 'pictophonetic', 'phonetic': '里', 'semantic': '钅', 'hint': 'metal'}",12,167.7,4873,
苡,艸,⿱艹以,yǐ,barley,"{'type': 'pictophonetic', 'phonetic': '以', 'semantic': '艹', 'hint': 'grass'}",7,140.5,4874,
孳,子,⿱兹子,zī,breed in large numbers,"{'type': 'pictophonetic', 'phonetic': '兹', 'semantic': '子', 'hint': 'child'}",12,39.1,4875,
颏,頁,⿰亥页,kē,chin,"{'type': 'pictophonetic', 'phonetic': '亥', 'semantic': '页', 'hint': 'head'}",12,181.6,4876,
醴,酉,⿰酉豊,lǐ,sweet wine; sweet spring,"{'type': 'pictophonetic', 'phonetic': '豊', 'semantic': '酉', 'hint': 'wine'}",20,164.13,4877,
間,門,⿵門日,jiān,"interval, space; place, between","{'type': 'ideographic', 'hint': 'The sun\xa0日 shining through a doorway 門'}",12,169.4,4878,
渚,水,⿰氵者,zhǔ,"small sand bank, islet","{'type': 'pictophonetic', 'phonetic': '者', 'semantic': '氵', 'hint': 'water'}",11,85.8,4879,
轭,車,⿰车厄,è,"yoke, collar","{'type': 'pictophonetic', 'phonetic': '厄', 'semantic': '车', 'hint': 'cart'}",8,159.4,4880,
鹬,鳥,⿰矞鸟,yù,"snipe, kingfisher","{'type': 'pictophonetic', 'phonetic': '矞', 'semantic': '鸟', 'hint': 'bird'}",17,196.12,4881,
蚝,虫,⿰虫毛,háo,hairy and poisonous caterpillars,"{'type': 'ideographic', 'hint': 'A hairy\xa0毛 worm\xa0虫;\xa0毛 also provides the pronunciation'}",10,142.4,4882,
黃,黃,⿱廿⿱⿱一由八,huáng,yellow; surname,"{'type': 'pictographic', 'hint': 'A jade pendant'}",12,201.0,4883,
膘,肉,⿰⺼票,biāo,fat; rump,"{'type': 'pictophonetic', 'phonetic': '票', 'semantic': '⺼', 'hint': 'flesh'}",15,130.11,4884,
邛,邑,⿰工阝,qióng,in distress; a mound,"{'type': 'pictophonetic', 'phonetic': '工', 'semantic': '阝', 'hint': 'hill'}",5,163.3,4885,
痨,疒,⿸疒劳,láo,consumption; tuberculosis,"{'type': 'pictophonetic', 'phonetic': '劳', 'semantic': '疒', 'hint': 'sickness'}",12,104.7,4886,
褡,衣,⿰衤荅,dā,"girdle; loincloth; pouch, bag","{'type': 'pictophonetic', 'phonetic': '荅', 'semantic': '衤', 'hint': 'clothes'}",14,145.1,4887,
耦,耒,⿰耒禺,ǒu,plow side by side; team of two,"{'type': 'pictophonetic', 'phonetic': '禺', 'semantic': '耒', 'hint': 'plow'}",15,127.9,4888,
覃,襾,⿱覀早,tán,"reach to, spread to; extensive","{'type': 'ideographic', 'hint': 'From the\xa0east\xa0早 to\xa0the west\xa0覀\xa0'}",12,146.6,4889,
虛,虍,⿸虍⿱丱一,xū,"false, worthless; empty, hollow","{'type': 'ideographic', 'hint': 'A tiger\xa0虍 stalking in the bushes 丱'}",12,141.6,4890,
馔,食,⿰饣巽,zhuàn,"to feed, support, provide for; food","{'type': 'pictophonetic', 'phonetic': '巽', 'semantic': '饣', 'hint': 'food'}",15,184.12,4891,
篾,竹,⿱⺮⿱罒戍,miè,bamboo splints or slats,"{'type': 'ideographic', 'hint': 'A framework\xa0罒 made of bamboo\xa0⺮'}",17,118.11,4892,
兖,儿,⿱六允,yǎn,establish; one of nine empire divisions,,8,10.6,4893,
阋,門,⿵门兒,xì,"feud, fight, quarrel","{'type': 'pictophonetic', 'phonetic': '兒', 'semantic': '门', 'hint': 'fight'}",11,169.8,4894,
遨,辵,⿺辶敖,áo,"ramble, roam; travel for pleasure","{'type': 'ideographic', 'hint': 'To walk\xa0辶 about\xa0敖;\xa0敖 also provides the pronunciation'}",13,162.11,4895,
爰,爪,⿱爫⿱一友,yuán,"lead on to; therefore, then",,9,87.5,4896,
痂,疒,⿸疒加,jiā,scab,"{'type': 'pictophonetic', 'phonetic': '加', 'semantic': '疒', 'hint': 'sickness'}",10,104.5,4897,
艄,舟,⿰舟肖,shāo,stern of a vessel,"{'type': 'pictophonetic', 'phonetic': '肖', 'semantic': '舟', 'hint': 'ship'}",13,137.7,4898,
耨,耒,⿰耒辱,nòu,"hoe, rake; weed","{'type': 'pictophonetic', 'phonetic': '辱', 'semantic': '耒', 'hint': 'plow'}",16,127.1,4899,
沤,水,⿰氵区,ōu,"soak, steep; sodden or soaked","{'type': 'pictophonetic', 'phonetic': '区', 'semantic': '氵', 'hint': 'water'}",7,85.4,4900,
邋,辵,⿺辶巤,lā,rags,"{'type': 'pictophonetic', 'phonetic': '巤', 'semantic': '辶', 'hint': 'walk'}",18,162.15,4901,
焓,火,⿰火含,hán,"(Cant.) onomatopoetic, the sound of a fiercely-burning fire","{'type': 'pictophonetic', 'phonetic': '含', 'semantic': '火', 'hint': 'fire'}",11,86.7,4902,
秣,禾,⿰禾末,mò,"fodder, horse feed; feed horse","{'type': 'pictophonetic', 'phonetic': '末', 'semantic': '禾', 'hint': 'grain'}",10,115.5,4903,
昶,日,⿺永日,chǎng,a long day. bright. extended. clear,"{'type': 'ideographic', 'hint': 'A long\xa0永 day\xa0日;\xa0永 also provides the pronunciation'}",9,72.5,4904,
種,禾,⿰禾重,zhǒng,seed; race; offspring; to plant,"{'type': 'pictophonetic', 'phonetic': '重', 'semantic': '禾', 'hint': 'grain'}",14,115.9,4905,
變,言,⿱䜌攵,biàn,"change, transform, alter; rebel","{'type': 'ideographic', 'hint': 'To foment 攵 rebellion\xa0䜌'}",23,149.16,4906,
窣,穴,⿱穴卒,sū,"to rush out of a den; rustling, whispering","{'type': 'pictophonetic', 'phonetic': '卒', 'semantic': '穴', 'hint': 'hole'}",13,116.8,4907,
绦,糸,⿰纟条,tāo,"silk cord, ribbon","{'type': 'pictophonetic', 'phonetic': '条', 'semantic': '纟', 'hint': 'silk'}",10,120.7,4908,
俎,人,⿰仌且,zǔ,chopping board or block; painted,"{'type': 'pictographic', 'hint': 'A slab of meat on a chopping board\xa0且'}",9,9.7,4909,
榫,木,⿰木隼,sǔn,mortise and tenon; fit into,"{'type': 'pictophonetic', 'phonetic': '隼', 'semantic': '木', 'hint': 'wood'}",14,75.1,4910,
蟪,虫,⿰虫惠,huì,a kind of cicada,"{'type': 'pictophonetic', 'phonetic': '惠', 'semantic': '虫', 'hint': 'insect'}",18,142.12,4911,
稗,禾,⿰禾卑,bài,"darnels, weeds, tares small","{'type': 'pictophonetic', 'phonetic': '卑', 'semantic': '禾', 'hint': 'grain'}",13,115.8,4912,
謇,言,⿳宀？言,jiǎn,stutter; speak out boldly,"{'type': 'pictophonetic', 'phonetic': '宀', 'semantic': '言', 'hint': 'speech'}",17,149.1,4913,
氩,气,⿹气亚,yà,argonium,"{'type': 'pictophonetic', 'phonetic': '亚', 'semantic': '气', 'hint': 'gas'}",10,84.6,4914,
類,頁,⿰⿱米犬頁,lèi,"class, group, kind, category",,19,181.1,4915,
锴,金,⿰钅皆,kǎi,high quality iron,"{'type': 'pictophonetic', 'phonetic': '皆', 'semantic': '钅', 'hint': 'metal'}",14,167.9,4916,
龉,齒,⿰齿吾,yǔ,uneven teeth; to disagree,"{'type': 'pictophonetic', 'phonetic': '吾', 'semantic': '齿', 'hint': 'teeth'}",15,211.7,4917,
烃,火,⿰火？,tīng,hydrocarbon,"{'type': 'pictophonetic', 'semantic': '火', 'hint': 'fire'}",9,86.5,4918,
俣,人,⿰亻吴,yǔ,big,"{'type': 'pictophonetic', 'phonetic': '吴', 'semantic': '亻', 'hint': 'person'}",9,9.7,4919,
嬷,女,⿰女麽,mā,mother,"{'type': 'pictophonetic', 'phonetic': '麽', 'semantic': '女', 'hint': 'woman'}",17,38.14,4920,
肱,肉,⿰⺼厷,gōng,forearm,"{'type': 'pictophonetic', 'phonetic': '厷', 'semantic': '⺼', 'hint': 'flesh'}",8,130.4,4921,
鸢,鳥,⿱弋鸟,yuān,kite; Milvus species (various),"{'type': 'pictophonetic', 'phonetic': '弋', 'semantic': '鸟', 'hint': 'bird'}",8,196.3,4922,
笫,竹,⿱⺮？,zǐ,"bed boards, sleeping mat","{'type': 'pictophonetic', 'hint': 'bamboo', 'semantic': '⺮'}",10,118.5,4923,
痤,疒,⿸疒坐,cuó,a swelling of the lymph nodes,"{'type': 'pictophonetic', 'phonetic': '坐', 'semantic': '疒', 'hint': 'sickness'}",12,104.7,4924,
陰,阜,⿰阝侌,yīn,,"{'type': 'ideographic', 'hint': 'The shaded side of a hill\xa0阝;\xa0侌 provides the pronunciation'}",10,170.8,4925,
菏,艸,⿱艹河,hé,river in Shandong province,"{'type': 'ideographic', 'hint': 'A green 艹 river 河;\xa0河 also provides the pronunciation'}",11,140.8,4926,
莆,艸,⿱艹甫,pú,a kind of legendary tree,"{'type': 'pictophonetic', 'phonetic': '甫', 'semantic': '艹', 'hint': 'plant'}",10,140.7,4927,
芨,艸,⿱艹及,jī,"name of a plant, the roots are used for various purposes","{'type': 'pictophonetic', 'phonetic': '及', 'semantic': '艹', 'hint': 'plant'}",6,140.4,4928,
阕,門,⿵门癸,què,"close, shut; watch tower","{'type': 'pictophonetic', 'phonetic': '癸', 'semantic': '门', 'hint': 'gate'}",12,169.9,4929,
砣,石,⿰石它,tuó,"a stone roller; a heavy stone, a weight, a plummet","{'type': 'pictophonetic', 'phonetic': '它', 'semantic': '石', 'hint': 'stone'}",10,112.5,4930,
碜,石,⿰石参,chěn,gritty,"{'type': 'pictophonetic', 'phonetic': '参', 'semantic': '石', 'hint': 'stone'}",13,112.8,4931,
鼹,鼠,⿰鼠晏,yǎn,a kind of insectivorous rodent,"{'type': 'pictophonetic', 'phonetic': '晏', 'semantic': '鼠', 'hint': 'rat'}",23,208.1,4932,
長,長,⿱？？,zhǎng,long; length; excel in; leader,"{'type': 'pictographic', 'hint': 'An old man with long hair and a cane'}",8,168.0,4933,
猷,犬,⿰酋犬,yóu,"plan, scheme; plan, plot; way","{'type': 'pictophonetic', 'phonetic': '酋', 'semantic': '犬', 'hint': 'dog'}",13,94.9,4934,
竽,竹,⿱⺮于,yú,ancient woodwind instrument,"{'type': 'pictophonetic', 'phonetic': '于', 'semantic': '⺮', 'hint': 'flute'}",9,118.3,4935,
舸,舟,⿰舟可,gě,"large boat, barge","{'type': 'pictophonetic', 'phonetic': '可', 'semantic': '舟', 'hint': 'boat'}",11,137.5,4936,
诓,言,⿰讠匡,kuāng,"cheat, swindle, lie","{'type': 'pictophonetic', 'phonetic': '匡', 'semantic': '讠', 'hint': 'speech'}",8,149.6,4937,
錾,金,⿱斩金,zàn,"engraving tool, chisel","{'type': 'ideographic', 'hint': 'A metal\xa0金 cutting tool\xa0斩;\xa0斩 also provides the pronunciation'}",16,167.8,4938,
淬,水,⿰氵卒,cuì,"temper; dye; soak; change, alter","{'type': 'pictophonetic', 'phonetic': '卒', 'semantic': '氵', 'hint': 'water'}",11,85.8,4939,
隗,阜,⿰阝鬼,kuí,high; lofty; surname,"{'type': 'pictophonetic', 'phonetic': '鬼', 'semantic': '阝', 'hint': 'hill'}",11,170.1,4940,
悌,心,⿰忄弟,tì,"brotherly, respectful","{'type': 'ideographic', 'hint': 'Fraternal\xa0弟\xa0respect\xa0忄;\xa0弟 also provides the pronunciation'}",10,61.7,4941,
姘,女,⿰女并,pīn,illicit sexual relations,"{'type': 'ideographic', 'hint': 'An affair\xa0并\xa0with a woman\xa0女;\xa0并 also provides the pronunciation'}",9,38.6,4942,
槭,木,⿰木戚,qī,maple,"{'type': 'pictophonetic', 'phonetic': '戚', 'semantic': '木', 'hint': 'tree'}",15,75.11,4943,
邈,辵,⿺辶貌,miǎo,"far, distant, remote; slight","{'type': 'pictophonetic', 'phonetic': '貌', 'semantic': '辶', 'hint': 'walk'}",17,162.14,4944,
婕,女,⿰女疌,jié,handsome,"{'type': 'pictophonetic', 'phonetic': '疌', 'semantic': '女', 'hint': 'woman'}",11,38.8,4945,
歙,欠,⿰翕欠,shè,,"{'type': 'pictophonetic', 'phonetic': '翕', 'semantic': '欠', 'hint': 'breathe'}",16,76.12,4946,
稹,禾,⿰禾真,zhěn,,"{'type': 'pictophonetic', 'phonetic': '真', 'semantic': '禾', 'hint': 'grain'}",15,115.1,4947,
蹴,足,⿰足就,cù,kick; tread on; leap; solemn,"{'type': 'ideographic', 'hint': 'To approach 就 in one leap 足;\xa0足 also provides the pronunciation'}",19,157.12,4948,
砒,石,⿰石比,pī,arsenic,"{'type': 'pictophonetic', 'phonetic': '比', 'semantic': '石', 'hint': 'mineral'}",9,112.4,4949,
痈,疒,⿸疒用,yōng,"carbuncle, sore, ulcer, abscess","{'type': 'pictophonetic', 'phonetic': '用', 'semantic': '疒', 'hint': 'sickness'}",10,104.5,4950,
镏,金,⿰钅留,liú,distil; lutetium; surname,"{'type': 'ideographic', 'hint': 'A metal\xa0钅 still\xa0留;\xa0留 also provides the pronunciation'}",15,167.1,4951,
羯,羊,⿰羊曷,jié,"wether, castrated ram; deer skin","{'type': 'pictophonetic', 'phonetic': '曷', 'semantic': '羊', 'hint': 'sheep'}",15,123.9,4952,
豕,豕,⿱一⿰勿？,shǐ,"a pig, boar; KangXi radical 152","{'type': 'pictographic', 'hint': 'A pig drawn on its side'}",7,152.0,4953,
鲂,魚,⿰鱼方,fáng,bream,"{'type': 'pictophonetic', 'phonetic': '方', 'semantic': '鱼', 'hint': 'fish'}",12,195.4,4954,
蓖,艸,⿳艹囟比,bì,"castor-oil plant, Ricinus commumis","{'type': 'pictophonetic', 'phonetic': '比', 'hint': 'plant', 'semantic': '艹'}",13,140.1,4955,
匦,匚,⿷匚轨,guǐ,"small box; chest, casket","{'type': 'pictophonetic', 'phonetic': '轨', 'semantic': '匚', 'hint': 'box'}",8,22.6,4956,
笤,竹,⿱⺮召,tiáo,"a broom, a besom","{'type': 'pictophonetic', 'phonetic': '召', 'semantic': '⺮', 'hint': 'bamboo'}",11,118.5,4957,
峥,山,⿰山争,zhēng,"high, lofty, noble; steep, perilous","{'type': 'pictophonetic', 'phonetic': '争', 'semantic': '山', 'hint': 'mountain'}",9,46.6,4958,
徭,彳,⿰彳䍃,yáo,"conscript labor, compulsory labor","{'type': 'pictophonetic', 'phonetic': '䍃', 'semantic': '彳', 'hint': 'step'}",13,60.1,4959,
浃,水,⿰氵夹,jiā,"saturate, drench; damp, wet","{'type': 'pictophonetic', 'phonetic': '夹', 'semantic': '氵', 'hint': 'water'}",9,85.6,4960,
烊,火,⿰火羊,yáng,to smelt; to melt,"{'type': 'pictophonetic', 'phonetic': '羊', 'semantic': '火', 'hint': 'fire'}",10,86.6,4961,
補,衣,⿰衤甫,bǔ,"mend, patch, fix, repair, restore","{'type': 'pictophonetic', 'phonetic': '甫', 'semantic': '衤', 'hint': 'cloth'}",12,145.7,4962,
窸,穴,⿱穴悉,xī,"faint sound, whisper","{'type': 'pictophonetic', 'phonetic': '悉', 'semantic': '穴', 'hint': 'cave'}",16,116.11,4963,
酆,邑,⿰豐阝,fēng,name of Zhou period state,"{'type': 'pictophonetic', 'phonetic': '豐', 'semantic': '阝', 'hint': 'place'}",20,163.18,4964,
缢,糸,⿰纟益,yì,"hang, strangle","{'type': 'pictophonetic', 'phonetic': '益', 'semantic': '纟', 'hint': 'thread'}",13,120.1,4965,
褓,衣,⿰衤保,bǎo,swaddling cloth; infancy,"{'type': 'ideographic', 'hint': 'A cloth\xa0衤\xa0used to protect\xa0保\xa0an infant;\xa0保 also provides the pronunciation'}",14,145.9,4966,
蚨,虫,⿰虫夫,fú,"a kind of water-beetle cash, then dollars and money generally","{'type': 'pictophonetic', 'phonetic': '夫', 'semantic': '虫', 'hint': 'insect'}",10,142.4,4967,
翳,羽,⿱殹羽,yì,"shade, screen; to hide, screen","{'type': 'pictophonetic', 'phonetic': '殹', 'semantic': '羽', 'hint': 'feather'}",17,124.11,4968,
趔,走,⿺走列,liè,not progressing; to be checked,"{'type': 'pictophonetic', 'phonetic': '列', 'semantic': '走', 'hint': 'walk'}",13,156.6,4969,
炔,火,⿰火夬,guì,acetylene,"{'type': 'pictophonetic', 'phonetic': '夬', 'semantic': '火', 'hint': 'fire'}",8,86.4,4970,
誊,言,⿱龹言,téng,"copy, transcribe","{'type': 'pictophonetic', 'phonetic': '龹', 'semantic': '言', 'hint': 'speech'}",13,149.6,4971,
赜,匚,⿰臣责,zé,"abstruse, deep, profound","{'type': 'pictophonetic', 'phonetic': '责', 'semantic': '臣', 'hint': 'minister'}",15,22.13,4972,
仃,人,⿰亻丁,dīng,"lonely, solitary","{'type': 'pictophonetic', 'phonetic': '丁', 'semantic': '亻', 'hint': 'person'}",4,9.2,4973,
勖,力,⿰冒力,xù,"enjoin, advise, preach to","{'type': 'pictophonetic', 'phonetic': '冒', 'semantic': '力', 'hint': 'strength'}",11,19.9,4974,
葺,艸,⿱艹咠,qì,"thatch; fix, repair; pile up","{'type': 'pictophonetic', 'phonetic': '咠', 'semantic': '艹', 'hint': 'grass'}",12,140.9,4975,
蚴,虫,⿰虫幼,yòu,larva,"{'type': 'ideographic', 'hint': 'An immature\xa0幼 insect\xa0虫;\xa0幼 also provides the pronunciation'}",11,142.5,4976,
泷,水,⿰氵龙,lóng,raining; wet; soaked; a river in Guangdong,"{'type': 'pictophonetic', 'phonetic': '龙', 'semantic': '氵', 'hint': 'water'}",8,85.5,4977,
蛴,虫,⿰虫齐,qí,"maggots, grubs","{'type': 'pictophonetic', 'phonetic': '齐', 'semantic': '虫', 'hint': 'insect'}",12,142.6,4978,
結,糸,⿰糹吉,jié,"knot, tie; join, connect","{'type': 'pictophonetic', 'phonetic': '吉', 'semantic': '糹', 'hint': 'thread'}",12,120.6,4979,
媸,女,⿰女蚩,chī,an ugly woman,"{'type': 'pictophonetic', 'phonetic': '蚩', 'semantic': '女', 'hint': 'woman'}",13,38.1,4980,
俳,人,⿰亻非,pái,actor; vaudeville show; insincere,"{'type': 'pictophonetic', 'phonetic': '非', 'semantic': '亻', 'hint': 'person'}",10,9.8,4981,
诖,言,⿰讠圭,guà,"error, mistake; deceive, mislead","{'type': 'pictophonetic', 'phonetic': '圭', 'semantic': '讠', 'hint': 'speech'}",8,149.6,4982,
茑,艸,⿱艹鸟,niǎo,the convovulvus; parasitic plants such as mistletoe; Ribes ambiguum,"{'type': 'pictophonetic', 'phonetic': '鸟', 'semantic': '艹', 'hint': 'weed'}",8,140.6,4983,
逡,辵,⿺辶夋,qūn,"retreat, withdraw, fall back","{'type': 'pictophonetic', 'phonetic': '夋', 'semantic': '辶', 'hint': 'walk'}",10,162.7,4984,
